source_id,target_id
9423,P00008
998,P00008
137970,P00009
1630,P00009
219699,P00009
22854,P00009
23533,P00009
3983,P00009
4773,P00009
4775,P00009
4776,P00009
4917,P00009
5286,P00009
5287,P00009
5290,P00009
5291,P00009
5293,P00009
5294,P00009
5295,P00009
5296,P00009
5335,P00009
5336,P00009
58480,P00009
5879,P00009
5880,P00009
59277,P00009
7408,P00009
84628,P00009
8503,P00009
8633,P00009
9423,P00009
998,P00009
10451,P00010
10746,P00010
1147,P00010
1432,P00010
2353,P00010
2885,P00010
29760,P00010
3265,P00010
3551,P00010
369,P00010
3708,P00010
3709,P00010
3710,P00010
3725,P00010
4067,P00010
4215,P00010
4792,P00010
4795,P00010
4893,P00010
5290,P00010
5291,P00010
5293,P00010
5294,P00010
5336,P00010
5530,P00010
5532,P00010
5579,P00010
5580,P00010
5594,P00010
5595,P00010
5599,P00010
5600,P00010
5601,P00010
5602,P00010
5603,P00010
5604,P00010
5605,P00010
5777,P00010
5788,P00010
5879,P00010
5880,P00010
5894,P00010
6300,P00010
6654,P00010
6655,P00010
6850,P00010
695,P00010
7409,P00010
7410,P00010
801,P00010
930,P00010
933,P00010
973,P00010
974,P00010
10544,P00011
2147,P00011
2149,P00011
2152,P00011
2155,P00011
2157,P00011
2158,P00011
2159,P00011
2161,P00011
2165,P00011
2243,P00011
2244,P00011
2266,P00011
2811,P00011
2812,P00011
2814,P00011
2815,P00011
351,P00011
3674,P00011
3818,P00011
3827,P00011
462,P00011
5054,P00011
5055,P00011
51156,P00011
5265,P00011
5327,P00011
5328,P00011
5329,P00011
5340,P00011
5345,P00011
5624,P00011
5627,P00011
7035,P00011
7056,P00011
7450,P00011
8858,P00011
9002,P00011
1000,P00012
1001,P00012
1002,P00012
1003,P00012
1004,P00012
1005,P00012
1006,P00012
1007,P00012
1008,P00012
1009,P00012
10097,P00012
1010,P00012
1012,P00012
1013,P00012
1014,P00012
1015,P00012
1016,P00012
11167,P00012
11211,P00012
120114,P00012
1459,P00012
1460,P00012
1499,P00012
1500,P00012
1501,P00012
1951,P00012
1952,P00012
1956,P00012
2064,P00012
2065,P00012
2066,P00012
2195,P00012
2196,P00012
2241,P00012
2444,P00012
2534,P00012
2535,P00012
26025,P00012
26167,P00012
27328,P00012
283106,P00012
28316,P00012
28513,P00012
2932,P00012
29930,P00012
345651,P00012
4067,P00012
5097,P00012
5098,P00012
5099,P00012
5100,P00012
5101,P00012
51176,P00012
51294,P00012
51384,P00012
54361,P00012
54510,P00012
54825,P00012
56097,P00012
56098,P00012
56099,P00012
56100,P00012
56103,P00012
56104,P00012
56105,P00012
56106,P00012
56108,P00012
56109,P00012
56110,P00012
56112,P00012
56113,P00012
56114,P00012
56121,P00012
56122,P00012
56123,P00012
56124,P00012
56125,P00012
56126,P00012
56128,P00012
56129,P00012
56130,P00012
56131,P00012
56132,P00012
56133,P00012
56134,P00012
56135,P00012
56136,P00012
56137,P00012
56138,P00012
56139,P00012
56140,P00012
56141,P00012
56142,P00012
56143,P00012
56144,P00012
56145,P00012
56146,P00012
56147,P00012
57526,P00012
57575,P00012
5770,P00012
57717,P00012
58,P00012
59,P00012
60,P00012
64072,P00012
64403,P00012
64405,P00012
64881,P00012
65217,P00012
6714,P00012
6934,P00012
70,P00012
71,P00012
72,P00012
7471,P00012
7472,P00012
7473,P00012
7474,P00012
7475,P00012
7476,P00012
7477,P00012
7478,P00012
7479,P00012
7480,P00012
7481,P00012
7482,P00012
7483,P00012
7484,P00012
7525,P00012
7855,P00012
7976,P00012
80326,P00012
81029,P00012
8321,P00012
8322,P00012
8323,P00012
8324,P00012
8325,P00012
83259,P00012
8326,P00012
83439,P00012
8641,P00012
8642,P00012
89780,P00012
92211,P00012
9620,P00012
9708,P00012
9752,P00012
999,P00012
10197,P00013
10213,P00013
51550,P00013
5709,P00013
5710,P00013
5713,P00013
5717,P00013
5718,P00013
5719,P00013
6119,P00013
894,P00013
896,P00013
898,P00013
9134,P00013
10654,P00014
2222,P00014
2224,P00014
23590,P00014
3156,P00014
3157,P00014
4047,P00014
4597,P00014
4598,P00014
6713,P00014
91734,P00014
9453,P00014
1407,P00015
1408,P00015
1453,P00015
1454,P00015
5187,P00015
8863,P00015
8864,P00015
9575,P00015
10092,P00016
10093,P00016
10094,P00016
10095,P00016
10109,P00016
10298,P00016
10381,P00016
10382,P00016
10383,P00016
10552,P00016
1072,P00016
1073,P00016
140469,P00016
1729,P00016
1730,P00016
203068,P00016
23779,P00016
345456,P00016
345651,P00016
347688,P00016
347733,P00016
389,P00016
392,P00016
3925,P00016
3984,P00016
4619,P00016
4620,P00016
4621,P00016
4622,P00016
4624,P00016
4625,P00016
4626,P00016
4627,P00016
4628,P00016
4629,P00016
4638,P00016
5058,P00016
5062,P00016
5063,P00016
5216,P00016
5217,P00016
53904,P00016
54434,P00016
55740,P00016
56924,P00016
57144,P00016
57644,P00016
58,P00016
58480,P00016
5879,P00016
5880,P00016
59,P00016
60,P00016
6093,P00016
70,P00016
71,P00016
72,P00016
7280,P00016
7408,P00016
79784,P00016
81027,P00016
81551,P00016
84617,P00016
85366,P00016
8735,P00016
8976,P00016
9138,P00016
91807,P00016
9475,P00016
998,P00016
1763,P00017
246243,P00017
5111,P00017
5422,P00017
5424,P00017
5425,P00017
5557,P00017
5981,P00017
5982,P00017
5983,P00017
5984,P00017
5985,P00017
6118,P00017
7150,P00017
7153,P00017
7155,P00017
10000,P00018
100271927,P00018
10156,P00018
10251,P00018
10252,P00018
10253,P00018
10718,P00018
10746,P00018
10750,P00018
10971,P00018
139716,P00018
1432,P00018
145957,P00018
153090,P00018
157310,P00018
1839,P00018
1950,P00018
1956,P00018
2064,P00018
2065,P00018
2066,P00018
2069,P00018
207,P00018
208,P00018
22800,P00018
22808,P00018
23533,P00018
23624,P00018
23683,P00018
2549,P00018
25759,P00018
25865,P00018
2810,P00018
3084,P00018
3265,P00018
369,P00018
374,P00018
4215,P00018
4216,P00018
4217,P00018
4763,P00018
4893,P00018
5037,P00018
5286,P00018
5287,P00018
5289,P00018
5290,P00018
5291,P00018
5293,P00018
5294,P00018
5335,P00018
53358,P00018
5336,P00018
5515,P00018
5516,P00018
5525,P00018
5526,P00018
5527,P00018
5528,P00018
5529,P00018
5578,P00018
5579,P00018
5580,P00018
5581,P00018
5582,P00018
5583,P00018
5584,P00018
5587,P00018
5588,P00018
5590,P00018
5594,P00018
5595,P00018
5599,P00018
5600,P00018
5601,P00018
5602,P00018
5603,P00018
5604,P00018
5605,P00018
5606,P00018
5608,P00018
5609,P00018
5879,P00018
5880,P00018
5894,P00018
5921,P00018
5922,P00018
6237,P00018
6300,P00018
6416,P00018
6464,P00018
6654,P00018
6655,P00018
673,P00018
6772,P00018
6773,P00018
6774,P00018
6775,P00018
6776,P00018
6777,P00018
6778,P00018
685,P00018
7039,P00018
7529,P00018
7531,P00018
7532,P00018
7533,P00018
7534,P00018
81848,P00018
867,P00018
868,P00018
90102,P00018
9462,P00018
9542,P00018
9846,P00018
10000,P00019
107,P00019
108,P00019
109,P00019
111,P00019
112,P00019
113,P00019
114,P00019
115,P00019
1889,P00019
1906,P00019
1907,P00019
1908,P00019
1909,P00019
1910,P00019
196883,P00019
207,P00019
208,P00019
23236,P00019
23478,P00019
2767,P00019
2774,P00019
2776,P00019
2778,P00019
2977,P00019
2982,P00019
2983,P00019
369,P00019
3708,P00019
3709,P00019
3710,P00019
4846,P00019
5045,P00019
5122,P00019
5321,P00019
5330,P00019
5331,P00019
5332,P00019
5566,P00019
5567,P00019
5568,P00019
5573,P00019
5575,P00019
5576,P00019
5577,P00019
5578,P00019
5579,P00019
5580,P00019
5581,P00019
55811,P00019
5582,P00019
5583,P00019
5584,P00019
5588,P00019
5590,P00019
5592,P00019
5593,P00019
5594,P00019
5595,P00019
5604,P00019
5605,P00019
5743,P00019
5894,P00019
90701,P00019
9427,P00019
9630,P00019
9718,P00019
10038,P00020
10039,P00020
11124,P00020
142,P00020
143,P00020
1537,P00020
1616,P00020
1677,P00020
1956,P00020
2064,P00020
2065,P00020
2066,P00020
2735,P00020
2737,P00020
2934,P00020
317,P00020
355,P00020
356,P00020
3725,P00020
4000,P00020
4001,P00020
4217,P00020
5599,P00020
5601,P00020
5602,P00020
6416,P00020
822,P00020
836,P00020
839,P00020
840,P00020
841,P00020
842,P00020
843,P00020
84823,P00020
85477,P00020
8772,P00020
8837,P00020
10000,P00021
100271927,P00021
10156,P00021
10251,P00021
10252,P00021
10253,P00021
10746,P00021
10750,P00021
10817,P00021
10818,P00021
10971,P00021
1432,P00021
207,P00021
208,P00021
2246,P00021
2248,P00021
2249,P00021
2250,P00021
2251,P00021
2252,P00021
2253,P00021
2254,P00021
2255,P00021
2256,P00021
2257,P00021
2258,P00021
2259,P00021
2260,P00021
2261,P00021
2263,P00021
2264,P00021
26281,P00021
27006,P00021
2810,P00021
3265,P00021
369,P00021
4215,P00021
4216,P00021
4217,P00021
4893,P00021
5037,P00021
5286,P00021
5287,P00021
5289,P00021
5290,P00021
5291,P00021
5293,P00021
5294,P00021
5335,P00021
53358,P00021
5336,P00021
5515,P00021
5516,P00021
5518,P00021
5519,P00021
5520,P00021
5521,P00021
5522,P00021
5525,P00021
5526,P00021
5527,P00021
5528,P00021
5529,P00021
5578,P00021
5579,P00021
5580,P00021
5581,P00021
5582,P00021
5583,P00021
5584,P00021
55844,P00021
5588,P00021
5590,P00021
5594,P00021
5595,P00021
5599,P00021
5600,P00021
5601,P00021
5602,P00021
5603,P00021
5604,P00021
5605,P00021
5606,P00021
5608,P00021
5609,P00021
5777,P00021
5879,P00021
5880,P00021
5894,P00021
5921,P00021
5922,P00021
6300,P00021
6416,P00021
6464,P00021
6654,P00021
6655,P00021
7529,P00021
7531,P00021
7532,P00021
7534,P00021
81848,P00021
8817,P00021
8822,P00021
9064,P00021
129685,P00022
284119,P00022
29893,P00022
387332,P00022
51082,P00022
5440,P00022
54700,P00022
6908,P00022
7270,P00022
7343,P00022
84172,P00022
9013,P00022
9014,P00022
9015,P00022
9519,P00022
11036,P00023
129685,P00023
29105,P00023
2957,P00023
2958,P00023
2959,P00023
2960,P00023
2961,P00023
2962,P00023
2963,P00023
2965,P00023
2967,P00023
2968,P00023
2972,P00023
51616,P00023
5432,P00023
5435,P00023
5437,P00023
55290,P00023
6873,P00023
6874,P00023
6878,P00023
6879,P00023
6880,P00023
6882,P00023
6883,P00023
7270,P00023
80298,P00023
9013,P00023
9519,P00023
2023,P00024
2026,P00024
226,P00024
2597,P00024
2821,P00024
3098,P00024
3099,P00024
441531,P00024
5211,P00024
5213,P00024
5224,P00024
5230,P00024
5313,P00024
5315,P00024
669,P00024
7167,P00024
80201,P00024
122011,P00025
1387,P00025
1452,P00025
1454,P00025
23291,P00025
27148,P00025
2735,P00025
2737,P00025
2932,P00025
51366,P00025
51684,P00025
5573,P00025
5575,P00025
5576,P00025
5577,P00025
5727,P00025
6469,P00025
6608,P00025
8945,P00025
10287,P00026
10488,P00026
10636,P00026
107,P00026
108,P00026
109,P00026
111,P00026
112,P00026
11255,P00026
1128,P00026
1129,P00026
113,P00026
1131,P00026
1132,P00026
1133,P00026
114,P00026
115,P00026
1211,P00026
1212,P00026
1213,P00026
131890,P00026
134,P00026
135,P00026
136,P00026
1385,P00026
1387,P00026
1390,P00026
140,P00026
146,P00026
147,P00026
148,P00026
148327,P00026
151,P00026
152,P00026
153,P00026
154,P00026
155,P00026
156,P00026
157,P00026
1812,P00026
1813,P00026
1815,P00026
1816,P00026
196883,P00026
2033,P00026
26086,P00026
26575,P00026
2770,P00026
2771,P00026
2773,P00026
2774,P00026
2782,P00026
2783,P00026
2785,P00026
2786,P00026
2787,P00026
2788,P00026
2790,P00026
2792,P00026
2793,P00026
2798,P00026
2868,P00026
2869,P00026
2870,P00026
2911,P00026
2912,P00026
2913,P00026
2914,P00026
2915,P00026
2916,P00026
2917,P00026
2918,P00026
2931,P00026
2932,P00026
29899,P00026
2997,P00026
2998,P00026
3269,P00026
3274,P00026
3350,P00026
3351,P00026
3352,P00026
3354,P00026
3355,P00026
3356,P00026
3357,P00026
3358,P00026
3360,P00026
3361,P00026
3362,P00026
3363,P00026
3760,P00026
3762,P00026
3763,P00026
3765,P00026
4543,P00026
4544,P00026
4985,P00026
4986,P00026
4987,P00026
4988,P00026
5255,P00026
5256,P00026
5257,P00026
5260,P00026
5261,P00026
54331,P00026
5566,P00026
5567,P00026
5568,P00026
5573,P00026
5575,P00026
5576,P00026
5577,P00026
55970,P00026
5834,P00026
5836,P00026
5837,P00026
5906,P00026
5908,P00026
59340,P00026
5996,P00026
5997,P00026
5998,P00026
5999,P00026
6000,P00026
6001,P00026
6002,P00026
6003,P00026
6004,P00026
6011,P00026
64407,P00026
64764,P00026
6751,P00026
6752,P00026
6753,P00026
6754,P00026
6755,P00026
801,P00026
8218,P00026
84699,P00026
8490,P00026
85397,P00026
8786,P00026
8787,P00026
90993,P00026
9248,P00026
94235,P00026
9586,P00026
9628,P00026
10125,P00027
10235,P00027
10287,P00027
10636,P00027
11250,P00027
1128,P00027
1129,P00027
1131,P00027
1132,P00027
1133,P00027
115727,P00027
1211,P00027
1212,P00027
1213,P00027
131890,P00027
134,P00027
135,P00027
136,P00027
140,P00027
156,P00027
157,P00027
1812,P00027
1813,P00027
1815,P00027
1816,P00027
23236,P00027
25780,P00027
26086,P00027
26575,P00027
2767,P00027
2769,P00027
2775,P00027
2776,P00027
2782,P00027
2783,P00027
2784,P00027
2785,P00027
2786,P00027
2787,P00027
2788,P00027
2790,P00027
2792,P00027
2793,P00027
2798,P00027
2868,P00027
2869,P00027
2870,P00027
2911,P00027
2912,P00027
2913,P00027
2914,P00027
2915,P00027
2916,P00027
2917,P00027
2918,P00027
29899,P00027
3708,P00027
3709,P00027
3710,P00027
3760,P00027
3762,P00027
3763,P00027
3765,P00027
387,P00027
4985,P00027
4986,P00027
4987,P00027
4988,P00027
51277,P00027
51764,P00027
5330,P00027
5331,P00027
5332,P00027
54331,P00027
5578,P00027
5579,P00027
5580,P00027
5581,P00027
5582,P00027
5583,P00027
5584,P00027
5588,P00027
5590,P00027
55970,P00027
5906,P00027
5908,P00027
5909,P00027
59345,P00027
5996,P00027
5997,P00027
5998,P00027
5999,P00027
6000,P00027
6001,P00027
6002,P00027
6003,P00027
6004,P00027
623,P00027
624,P00027
64407,P00027
6751,P00027
6752,P00027
6753,P00027
6754,P00027
6755,P00027
773,P00027
774,P00027
777,P00027
8218,P00027
84253,P00027
8490,P00027
85397,P00027
8786,P00027
8787,P00027
9138,P00027
94235,P00027
9628,P00027
9630,P00027
10681,P00028
1258,P00028
1259,P00028
1261,P00028
2779,P00028
2782,P00028
2783,P00028
2785,P00028
2786,P00028
2787,P00028
2788,P00028
2790,P00028
2792,P00028
2793,P00028
5132,P00028
5145,P00028
5148,P00028
5158,P00028
51764,P00028
54331,P00028
54714,P00028
5566,P00028
5567,P00028
5568,P00028
55970,P00028
59345,P00028
5957,P00028
6010,P00028
6011,P00028
801,P00028
810,P00028
8787,P00028
94235,P00028
10000,P00029
10092,P00029
10095,P00029
10097,P00029
10123,P00029
10124,P00029
10126,P00029
10133,P00029
10381,P00029
10382,P00029
10383,P00029
10552,P00029
10753,P00029
11131,P00029
11132,P00029
116443,P00029
1212,P00029
1387,P00029
140735,P00029
147968,P00029
1537,P00029
160,P00029
161,P00029
1639,P00029
1742,P00029
1767,P00029
1769,P00029
1778,P00029
1780,P00029
1781,P00029
1783,P00029
203068,P00029
2033,P00029
207,P00029
208,P00029
23191,P00029
23433,P00029
23473,P00029
2353,P00029
23647,P00029
25816,P00029
2597,P00029
26330,P00029
26999,P00029
2897,P00029
2898,P00029
2899,P00029
2900,P00029
2901,P00029
2902,P00029
2903,P00029
2904,P00029
2905,P00029
2906,P00029
29993,P00029
3064,P00029
3092,P00029
317,P00029
345651,P00029
347688,P00029
347733,P00029
3725,P00029
375,P00029
377,P00029
378,P00029
379,P00029
381,P00029
382,P00029
391,P00029
400,P00029
4218,P00029
4294,P00029
51143,P00029
55081,P00029
55567,P00029
5601,P00029
5609,P00029
56171,P00029
57381,P00029
58,P00029
5879,P00029
5880,P00029
59,P00029
60,P00029
627,P00029
6416,P00029
64446,P00029
6457,P00029
6667,P00029
6874,P00029
6908,P00029
70,P00029
71,P00029
7157,P00029
7161,P00029
72,P00029
726,P00029
7280,P00029
79659,P00029
81027,P00029
81873,P00029
823,P00029
824,P00029
825,P00029
826,P00029
827,P00029
836,P00029
841,P00029
84290,P00029
84617,P00029
8626,P00029
8655,P00029
8867,P00029
8976,P00029
8997,P00029
9001,P00029
9026,P00029
998,P00029
10000,P00030
112398,P00030
112399,P00030
1387,P00030
207,P00030
208,P00030
2475,P00030
25828,P00030
2861,P00030
3091,P00030
405,P00030
5071,P00030
54583,P00030
5728,P00030
6097,P00030
7179,P00030
7295,P00030
7428,P00030
9283,P00030
10000,P00031
10092,P00031
10093,P00031
10094,P00031
10095,P00031
10109,P00031
10298,P00031
10344,P00031
10552,P00031
10663,P00031
10725,P00031
10750,P00031
108,P00031
10803,P00031
10850,P00031
111,P00031
112,P00031
1147,P00031
122809,P00031
1230,P00031
1232,P00031
1233,P00031
1234,P00031
1235,P00031
1236,P00031
1237,P00031
1291,P00031
1292,P00031
1293,P00031
1303,P00031
140469,P00031
1524,P00031
207,P00031
208,P00031
2185,P00031
23236,P00031
2357,P00031
2359,P00031
239,P00031
241,P00031
246,P00031
2767,P00031
2769,P00031
2770,P00031
2771,P00031
2773,P00031
2775,P00031
2776,P00031
2784,P00031
2785,P00031
2786,P00031
2787,P00031
2788,P00031
2790,P00031
2826,P00031
2829,P00031
2833,P00031
2870,P00031
30837,P00031
3454,P00031
345651,P00031
3458,P00031
3551,P00031
3576,P00031
3577,P00031
3579,P00031
3627,P00031
3636,P00031
3683,P00031
3688,P00031
369,P00031
3695,P00031
3708,P00031
3709,P00031
3710,P00031
3717,P00031
3725,P00031
3726,P00031
3727,P00031
3845,P00031
387,P00031
388372,P00031
389,P00031
391,P00031
414062,P00031
4619,P00031
4620,P00031
4621,P00031
4622,P00031
4624,P00031
4625,P00031
4626,P00031
4627,P00031
4628,P00031
4629,P00031
4638,P00031
4772,P00031
4773,P00031
4775,P00031
4776,P00031
4791,P00031
4893,P00031
5058,P00031
5062,P00031
5063,P00031
51196,P00031
5170,P00031
5196,P00031
5197,P00031
5290,P00031
5291,P00031
5293,P00031
5294,P00031
5321,P00031
5330,P00031
5331,P00031
5332,P00031
5333,P00031
5334,P00031
5335,P00031
5336,P00031
53904,P00031
54331,P00031
5566,P00031
5567,P00031
5568,P00031
5579,P00031
5581,P00031
5590,P00031
5594,P00031
5595,P00031
55970,P00031
5613,P00031
56413,P00031
56924,P00031
57144,P00031
5728,P00031
5742,P00031
5743,P00031
57580,P00031
57642,P00031
57644,P00031
58,P00031
5879,P00031
5880,P00031
5894,P00031
59,P00031
5970,P00031
5971,P00031
5999,P00031
60,P00031
6003,P00031
6093,P00031
6237,P00031
6347,P00031
6348,P00031
6349,P00031
6351,P00031
6352,P00031
6354,P00031
6355,P00031
6356,P00031
6357,P00031
6362,P00031
6364,P00031
6366,P00031
6367,P00031
6376,P00031
643,P00031
6464,P00031
6654,P00031
6774,P00031
70,P00031
71,P00031
72,P00031
728,P00031
729230,P00031
7373,P00031
7409,P00031
7450,P00031
7852,P00031
79784,P00031
815,P00031
817,P00031
81873,P00031
84812,P00031
85366,P00031
8573,P00031
8735,P00031
89869,P00031
9034,P00031
91807,P00031
9306,P00031
94235,P00031
9560,P00031
9630,P00031
9655,P00031
998,P00031
2002,P00032
2353,P00032
27330,P00032
3479,P00032
3480,P00032
3481,P00032
3482,P00032
3630,P00032
3643,P00032
3645,P00032
3667,P00032
5594,P00032
5595,P00032
5604,P00032
5605,P00032
5606,P00032
5894,P00032
5921,P00032
6195,P00032
6196,P00032
6197,P00032
6198,P00032
6199,P00032
6654,P00032
6655,P00032
8471,P00032
8660,P00032
8986,P00032
9252,P00032
2308,P00033
2309,P00033
2931,P00033
2932,P00033
3479,P00033
3480,P00033
3481,P00033
3482,P00033
3630,P00033
3636,P00033
3643,P00033
3645,P00033
3667,P00033
4193,P00033
4194,P00033
5170,P00033
5290,P00033
5728,P00033
7179,P00033
7248,P00033
7249,P00033
8471,P00033
8660,P00033
10092,P00034
10094,P00034
10095,P00034
10109,P00034
10319,P00034
10552,P00034
10746,P00034
1277,P00034
1278,P00034
1280,P00034
1281,P00034
1282,P00034
1284,P00034
1285,P00034
1286,P00034
1287,P00034
1288,P00034
1289,P00034
1290,P00034
1291,P00034
1292,P00034
1293,P00034
1295,P00034
